"","id","price_day","f_property_type","f_neighbourhood","n_accommodates","n_bathrooms","n_minimum_nights","n_beds","n_review_scores_rating","n_number_of_reviews","n_bedrooms","d_instant_bookable","d_wifi","d_refrigerator","d_air_conditioning","d_baby","d_beach","d_stove","d_free_parking","d_office","d_coffee_maker","d_garden","d_gym"
"5251",51009577,1591,"rental","Kadikoy",2,1,3,1,5,3,1,"f","1","1","1","0","0","1","1","0","1","0","1"
"5252",51010119,1175,"rental","Kadikoy",3,1,45,1,5,5,1,"t","1","1","0","0","0","0","1","0","1","1","0"
"5253",51015948,1026,"rental","Kadikoy",4,1,2,3,4.7,44,2,"f","1","1","0","0","0","1","1","0","1","0","0"
"5254",51017721,1222,"rental","Beyoglu",3,1,7,1,4.83,12,1,"t","1","1","1","0","0","0","0","0","0","0","0"
"5255",51018124,936,"rental","Bahcelievler",4,1,5,3,4.83,0,1,"f","1","1","1","0","0","0","1","0","0","0","0"
"5256",51019318,786,"rental","Bahcelievler",3,1,3,1,5,1,1,"f","1","0","1","0","0","0","1","0","0","0","0"
"5257",51023595,1410,"rental","Beyoglu",3,1,5,2,5,27,1,"f","1","1","0","0","0","1","0","0","1","0","0"
"5258",51028585,999,"rental","Beyoglu",3,1,2,2,4.51,35,1,"f","1","1","1","0","0","0","0","0","0","0","0"
"5259",51031668,997,"rental","Beyoglu",3,1,5,2,4.74,42,1,"t","1","1","1","0","0","0","0","0","0","0","0"
"5260",51032245,1310,"rental","Uskudar",2,1,5,1,5,17,1,"f","1","1","0","0","0","1","0","0","1","0","0"
"5261",51033935,1591,"rental","Sariyer",4,1,2,2,4.95,42,1,"f","1","1","1","0","1","1","1","0","1","1","0"
"5262",51046664,2219,"rental","Besiktas",4,1,7,3,4.83,0,1,"f","1","1","0","0","1","1","0","0","0","0","0"
"5263",51059089,1085,"rental","Beyoglu",2,1,5,2,5,15,1,"t","1","0","1","0","0","0","0","0","0","0","0"
"5264",51065302,1430,"rental","Beyoglu",3,1,1,1,4.61,101,1,"t","1","1","1","0","0","0","0","0","1","0","0"
"5265",51075740,1281,"rental","Beyoglu",3,1,2,1,4.4,40,1,"t","1","1","1","0","0","1","0","0","0","0","0"
"5266",51079476,1247,"rental","Sisli",2,1,3,2,5,15,1,"f","1","1","0","0","0","1","0","0","1","0","0"
"5267",51083293,3300,"rental","Sisli",3,1,1,1,4.83,0,1,"f","1","1","1","0","0","1","1","0","0","0","0"
"5268",51084961,1000,"rental","Besiktas",3,1.5,1,1,4.83,0,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"5269",51088951,5851,"apartment","Sisli",5,2,2,3,4.83,0,2,"t","1","1","1","0","0","1","1","0","0","0","0"
"5270",51089558,1378,"apartment","Beyoglu",4,1,1,2,3.6,5,1,"f","1","1","1","0","0","1","0","0","0","0","0"
"5271",51095444,1199,"rental","Sisli",4,1,4,2,4.67,3,3,"f","1","1","1","0","0","1","0","0","1","0","0"
"5272",51095713,3000,"rental","Besiktas",3,1,5,2,4.36,11,2,"f","1","1","1","0","1","1","1","0","1","1","0"
"5273",51097037,225,"rental","Fatih",5,1,14,3,1,1,2,"f","1","1","0","0","0","1","0","0","0","0","0"
"5274",51099505,1684,"rental","Beyoglu",6,1,2,2,4.87,53,2,"f","1","1","1","0","0","1","0","0","1","0","0"
"5275",51099641,748,"rental","Sisli",2,1,7,1,5,1,1,"f","1","1","0","0","0","0","0","0","1","0","0"
"5276",51105571,861,"apartment","Avcilar",3,1,32,1,4.33,3,1,"t","1","1","1","0","0","1","1","0","0","0","1"
"5277",51114264,340,"rental","Kadikoy",2,1,2,2,5,2,1,"f","1","0","1","0","0","0","0","0","0","1","0"
"5278",51116149,900,"rental","Sisli",2,1,1,1,4.87,15,1,"t","1","1","0","0","0","0","0","0","0","0","0"
"5279",51118339,1123,"rental","Kadikoy",3,1,5,2,5,7,2,"f","1","0","0","0","0","0","1","0","0","0","0"
"5280",51118569,643,"rental","Beyoglu",3,1,1,1,4.83,0,1,"f","1","1","0","0","0","1","0","0","1","0","0"
"5281",51137914,1100,"rental","Bagcilar",3,1,3,3,4.9,10,1,"t","1","1","1","0","0","0","1","0","0","0","1"
"5282",51138098,1011,"rental","Bakirkoy",6,1,5,6,4.83,0,1,"t","1","1","0","0","1","1","0","0","0","0","0"
"5283",51142885,2155,"apartment","Beyoglu",5,1,1,5,4.83,30,2,"t","1","0","1","0","0","0","0","0","0","0","0"
"5284",51151472,908,"rental","Beyoglu",2,1,2,1,4.94,51,1,"f","1","1","0","0","0","1","0","0","0","0","0"
"5285",51157091,1243,"rental","Besiktas",4,1,3,1,5,1,2,"f","1","1","0","0","0","1","0","0","1","0","0"
"5286",51164374,1329,"rental","Kadikoy",2,1,1,3,5,2,2,"f","1","1","1","0","0","1","0","0","1","0","0"
"5287",51167083,1147,"rental","Beyoglu",3,1,1,2,4.83,0,1,"f","1","0","0","0","0","1","0","0","0","0","0"
"5288",51174208,1150,"rental","Sisli",3,1,5,1,4.57,14,1,"f","1","1","0","0","0","1","1","0","1","0","0"
"5289",51178666,1591,"rental","Sisli",3,1,3,1,5,4,1,"f","1","1","0","0","0","1","0","0","1","0","0"
"5290",51180915,3500,"rental","Umraniye",4,1,1,3,4.83,0,2,"t","1","0","0","0","0","0","1","0","0","0","0"
"5291",51182147,3000,"rental","Beyoglu",2,1,1,1,4.83,0,1,"f","1","0","0","0","0","0","0","0","0","0","0"
"5292",51183825,918,"rental","Atasehir",4,1,2,2,4.95,21,2,"t","1","1","1","0","0","1","1","0","0","0","0"
"5293",51195525,4042,"rental","Kadikoy",4,1,14,2,5,12,2,"f","1","1","1","0","1","1","1","0","1","0","0"
"5294",51195687,1913,"rental","Kadikoy",2,2,2,1,4.5,14,1,"t","1","1","1","0","0","1","1","0","0","0","0"
"5295",51197832,1871,"rental","Sisli",6,1,7,5,4.83,0,2,"f","1","0","1","0","0","0","0","0","0","0","0"
"5296",51205992,1460,"rental","Beyoglu",3,1,2,2,4.75,4,2,"t","1","1","0","0","1","1","1","0","1","0","0"
"5297",51207265,1384,"rental","Kadikoy",2,1.5,5,2,5,5,2,"f","1","1","0","0","0","1","1","0","1","0","0"
"5298",51207920,1126,"rental","Beyoglu",2,1,2,1,4.76,83,1,"f","1","1","0","0","0","1","0","0","1","0","0"
"5299",51209873,757,"rental","Uskudar",3,1,1,2,5,9,2,"f","1","1","0","0","0","1","0","0","0","0","0"
"5300",51210385,936,"rental","Bahcelievler",4,1,3,3,4.83,0,1,"f","1","1","0","0","0","0","1","0","0","0","0"
"5301",51210639,1914,"rental","Beyoglu",3,1,3,3,4.9,20,1,"t","1","1","1","0","0","1","1","0","0","0","0"
"5302",51212681,1609,"rental","Sisli",4,1.5,3,2,4.73,15,2,"t","1","1","0","0","0","1","0","0","1","0","1"
"5303",51220450,1871,"rental","Beyoglu",3,1,3,2,4.33,3,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"5304",51224057,1198,"rental","Kadikoy",3,1,2,1,4.86,22,1,"f","1","1","0","0","1","1","0","0","1","0","0"
"5305",51224277,899,"rental","Fatih",2,1,2,1,4.39,28,1,"f","1","0","1","0","0","1","0","0","0","0","0"
"5306",51238691,866,"rental","Bagcilar",3,1,3,1,4,1,1,"t","1","0","1","0","0","0","1","0","0","0","1"
"5307",51240680,9989,"rental","Besiktas",6,2,1,2,4.83,0,2,"f","1","1","0","0","0","1","0","0","0","0","0"
"5308",51241564,1632,"rental","Beyoglu",3,1.5,2,2,4.83,0,1,"f","1","0","0","0","0","1","0","0","0","0","0"
"5309",51242767,773,"rental","Beyoglu",3,1,2,1,4.59,27,1,"t","1","1","1","0","0","1","0","0","0","0","0"
"5310",51247178,2000,"rental","Beykoz",6,1,1,6,3.71,7,2,"t","0","1","0","0","1","1","1","0","0","0","0"
"5311",51254482,1417,"apartment","Fatih",2,1,1,1,4.81,26,1,"t","1","1","1","0","0","1","0","0","0","0","0"
"5312",51258397,885,"rental","Buyukcekmece",3,1,3,2,4.64,11,2,"t","1","1","0","0","1","1","0","0","1","1","0"
"5313",51264663,899,"rental","Beyoglu",6,1,2,4,4.42,24,2,"f","1","1","1","0","0","0","1","0","0","0","0"
"5314",51273645,1123,"rental","Sisli",3,1,5,1,4.83,0,1,"f","1","1","0","0","0","1","0","0","0","0","0"
"5315",51275268,1101,"rental","Kadikoy",3,1,7,3,4.98,51,1,"f","1","1","1","0","0","1","0","0","1","1","0"
"5316",51282037,2000,"rental","Sisli",4,1.5,5,2,4.94,18,2,"f","1","1","1","0","0","1","1","0","0","0","0"
"5317",51282930,3663,"apartment","Kadikoy",3,1,1,2,4.67,6,1,"f","1","1","0","0","1","1","0","0","1","1","0"
"5318",51288277,2021,"rental","Fatih",5,1,1,4,4.81,32,3,"t","1","1","1","0","1","1","0","0","0","1","0"
"5319",51291970,2797,"rental","Fatih",6,1,2,3,4.98,41,3,"f","1","1","1","0","0","1","0","0","1","0","0"
"5320",51292145,1022,"rental","Beyoglu",3,1,1,2,4.9,51,1,"f","1","1","1","0","0","1","0","0","1","0","0"
"5321",51295405,861,"apartment","Avcilar",3,1,32,1,4.5,4,1,"t","1","1","1","0","0","1","1","0","0","0","1"
"5322",51295588,976,"rental","Besiktas",4,1,7,1,3.73,11,1,"f","1","1","0","0","0","1","0","0","1","1","0"
"5323",51295863,1857,"rental","Pendik",6,1,1,3,4.65,31,2,"f","1","1","0","0","0","1","1","0","1","1","0"
"5324",51300766,1600,"rental","Beyoglu",4,1,2,4,4.92,12,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"5325",51303185,499,"rental","Uskudar",3,1,4,1,4.75,4,1,"t","1","0","0","0","0","1","1","0","1","0","0"
"5326",51305489,1494,"rental","Atasehir",4,1,7,3,5,11,2,"f","1","1","1","0","0","1","0","0","1","0","1"
"5327",51314598,748,"apartment","Bagcilar",3,1,3,1,5,10,1,"f","1","1","1","0","0","0","1","0","1","0","1"
"5328",51317382,1791,"rental","Fatih",5,1,2,3,4.54,24,2,"t","1","1","1","0","0","0","0","0","0","0","0"
"5329",51318608,468,"rental","Sisli",2,1,10,1,2.67,3,1,"f","1","1","0","0","0","1","0","0","1","1","0"
"5330",51320262,1750,"rental","Beyoglu",2,1,21,1,5,7,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"5331",51323110,1147,"rental","Beyoglu",3,1,1,2,3.5,2,1,"f","1","0","0","0","0","1","0","0","0","0","0"
"5332",51326684,3710,"rental","Beyoglu",6,2,2,4,4.72,76,3,"t","1","1","1","0","0","1","0","0","1","0","0"
"5333",51339223,655,"rental","Kadikoy",4,1,60,4,4.83,0,2,"f","1","0","1","0","0","0","0","0","0","0","0"
"5334",51344710,2643,"apartment","Sisli",4,2,2,6,4.83,0,3,"f","1","1","1","0","0","0","1","0","0","0","0"
"5335",51345308,2056,"apartment","Sisli",4,2,2,6,4.83,0,3,"f","1","1","1","0","0","0","1","0","0","0","0"
"5336",51345415,2643,"apartment","Sisli",4,2,2,4,4.83,0,3,"f","1","0","1","0","0","0","1","0","0","0","0"
"5337",51347776,2000,"apartment","Besiktas",2,1,5,1,4,1,1,"f","0","0","0","0","0","0","0","0","0","0","0"
"5338",51353788,1836,"rental","Beyoglu",3,1.5,2,1,4.87,31,1,"t","1","1","0","0","0","1","0","0","0","0","0"
"5339",51354810,1457,"rental","Besiktas",4,1,3,3,4.92,12,2,"f","1","0","1","0","0","0","0","0","0","0","0"
"5340",51354822,628,"apartment","Esenyurt",2,1,10,4,5,1,1,"f","1","1","0","1","0","0","0","0","1","0","1"
"5341",51359906,1698,"rental","Beyoglu",3,1,1,1,5,8,1,"f","1","1","1","0","0","0","0","0","0","0","0"
"5342",51360741,867,"apartment","Avcilar",3,1,32,1,4.2,5,1,"t","1","1","1","0","0","1","1","0","0","0","1"
"5343",51360772,867,"rental","Avcilar",3,1,32,1,4.33,3,1,"t","1","1","1","0","0","0","1","0","0","0","1"
"5344",51378793,1594,"apartment","Bagcilar",4,2,3,2,5,1,2,"t","1","0","1","0","0","0","1","0","0","0","0"
"5345",51379355,1335,"apartment","Bagcilar",3,1,3,1,5,4,1,"t","1","0","1","0","0","0","1","0","0","0","0"
"5346",51380305,690,"rental","Gaziosmanpasa",4,1,7,4,4.73,11,2,"f","1","1","0","0","0","1","0","0","0","0","0"
"5347",51381131,2100,"apartment","Kadikoy",5,1.5,7,3,4.88,8,3,"f","1","1","0","0","0","1","1","0","1","0","0"
"5348",51383425,3732,"apartment","Fatih",3,1,1,1,4.83,0,NA,"t","1","0","0","0","0","0","0","0","0","0","0"
"5349",51383810,2226,"apartment","Besiktas",3,1,2,2,5,9,1,"f","1","0","1","0","0","0","1","0","0","0","0"
"5350",51384920,2059,"rental","Atasehir",2,1,10,1,4.94,16,NA,"t","1","1","1","0","0","0","1","0","1","0","1"
"5351",51386705,1216,"rental","Beyoglu",2,1,3,1,4.73,22,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"5352",51387278,1077,"rental","Beyoglu",5,1,3,2,4.5,32,2,"t","1","0","0","0","0","0","0","0","0","0","0"
"5353",51388009,1203,"rental","Beyoglu",4,1,3,2,4.55,47,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"5354",51389157,2179,"rental","Beyoglu",6,1.5,2,3,4.94,33,2,"t","1","1","1","1","0","1","0","0","1","0","0"
"5355",51395129,4288,"rental","Beyoglu",4,2,4,3,4.86,7,3,"f","1","1","1","0","0","1","0","0","1","0","0"
"5356",51396816,1350,"rental","Beyoglu",6,1,2,4,4.87,68,2,"t","1","1","1","0","0","0","0","0","1","1","0"
"5357",51399140,1750,"rental","Beyoglu",3,1,3,1,4.33,6,1,"f","1","1","1","0","0","1","0","0","1","0","0"
"5358",51399706,1230,"rental","Beyoglu",3,1,2,1,4.76,17,1,"f","1","1","0","0","0","1","0","0","0","0","0"
"5359",51400514,1086,"rental","Kadikoy",3,1,2,3,5,9,2,"f","1","1","0","0","1","0","0","0","1","0","0"
"5360",51400791,529,"rental","Adalar",3,1,1,1,4.83,0,1,"t","1","1","0","0","0","1","0","0","0","0","0"
"5361",51401540,1853,"rental","Sisli",2,1,30,1,4.83,0,1,"f","1","1","1","0","0","1","1","0","0","0","0"
"5362",51404919,1732,"rental","Sisli",6,2,2,2,4.89,9,2,"f","1","1","1","0","0","1","0","0","1","0","0"
"5363",51407200,1785,"rental","Fatih",5,1,3,3,4.95,22,3,"t","1","1","1","0","0","1","0","0","0","1","0"
"5364",51407960,2049,"apartment","Fatih",4,1,1,3,4.9,20,2,"t","1","0","1","0","0","1","0","0","0","0","0"
"5365",51408104,1976,"apartment","Fatih",4,1,1,2,4.73,11,2,"t","1","1","1","0","1","1","0","0","0","1","0"
"5366",51408248,3627,"apartment","Fatih",5,1,2,3,5,4,2,"t","1","1","1","0","1","0","0","0","0","0","0"
"5367",51414686,1494,"apartment","Bagcilar",3,1,3,1,5,4,1,"t","1","0","1","0","0","0","1","0","0","0","0"
"5368",51414762,1355,"apartment","Bagcilar",3,1,3,1,5,1,1,"t","1","0","1","0","0","0","1","0","0","0","0"
"5369",51414867,1193,"apartment","Bagcilar",3,1,3,1,5,3,1,"t","1","0","1","0","0","0","1","0","0","0","0"
"5370",51414956,1634,"apartment","Bagcilar",4,2,3,2,5,1,2,"t","1","0","1","0","0","0","1","0","0","0","0"
"5371",51416593,690,"rental","Umraniye",4,1,4,1,4.6,20,1,"f","1","1","0","0","0","1","0","0","1","0","0"
"5372",51418845,1494,"apartment","Bagcilar",4,2,3,2,4.83,0,2,"f","1","0","1","0","0","0","1","0","0","0","0"
"5373",51418912,1335,"apartment","Bagcilar",3,1,3,1,5,2,1,"t","1","0","1","0","0","0","1","0","0","0","0"
"5374",51418987,897,"apartment","Bagcilar",3,1,3,1,4.82,11,1,"t","1","0","0","0","0","0","1","0","0","0","0"
"5375",51422642,854,"rental","Besiktas",2,1,4,2,4,1,1,"f","1","1","0","0","0","1","0","0","1","0","0"
"5376",51424038,799,"rental","Beyoglu",3,1,2,3,4.83,0,1,"f","1","0","0","0","0","0","0","0","0","0","0"
"5377",51424832,899,"rental","Atasehir",2,1,3,1,5,1,1,"f","1","1","0","0","0","1","1","0","1","0","0"
"5378",51441645,2471,"rental","Beyoglu",6,1,2,3,4.92,99,2,"f","1","1","0","0","0","1","0","0","0","0","0"
"5379",51443247,936,"rental","Beyoglu",2,1,21,1,5,2,1,"f","1","0","0","0","0","1","0","0","1","0","0"
"5380",51443668,2269,"rental","Beyoglu",5,1,1,2,4.88,52,2,"t","1","1","1","1","0","1","0","0","1","0","0"
"5381",51444382,1136,"rental","Kadikoy",3,1,15,1,4.86,21,1,"f","1","1","1","0","0","1","0","0","1","0","0"
"5382",51444821,1104,"rental","Sisli",2,1,3,1,4.83,0,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"5383",51446247,3196,"apartment","Silivri",5,1,3,4,4.89,9,2,"t","1","1","1","1","1","1","1","0","0","1","0"
"5384",51449118,899,"rental","Beyoglu",2,1,3,1,4.78,45,1,"t","1","1","1","0","0","0","0","0","0","0","0"
"5385",51459977,767,"rental","Bahcelievler",5,1.5,7,4,4.29,7,1,"f","1","1","1","0","0","0","1","0","0","0","0"
"5386",51460315,600,"rental","Esenyurt",4,1,5,3,4.83,0,2,"t","1","1","1","0","1","1","0","0","0","0","0"
"5387",51462487,1497,"rental","Beyoglu",4,1,3,2,4.75,8,1,"f","1","1","0","0","0","1","0","0","1","0","0"
"5388",51462734,3929,"apartment","Beyoglu",5,1,1,3,4.88,17,2,"f","1","1","1","0","0","1","0","0","0","0","1"
"5389",51464580,1403,"rental","Sisli",2,1,30,1,5,1,1,"f","1","1","1","0","0","0","1","0","0","0","0"
"5390",51470437,1364,"rental","Besiktas",6,2,2,3,4.83,29,2,"f","1","1","0","0","0","1","0","0","0","0","0"
"5391",51480567,943,"apartment","Beyoglu",2,1,1,1,4.54,100,1,"t","1","1","0","0","0","1","0","0","0","0","0"
"5392",51480798,1108,"rental","Beyoglu",2,1,1,1,4.7,134,1,"t","1","1","0","0","0","1","0","0","0","0","0"
"5393",51482189,1500,"rental","Sariyer",4,1,3,3,4.83,0,2,"f","1","0","0","0","0","0","1","0","0","0","0"
"5394",51483227,1577,"rental","Beyoglu",4,1,3,2,4.76,17,2,"f","1","1","0","0","0","1","0","0","0","0","0"
"5395",51484701,842,"apartment","Beyoglu",3,1,15,1,3,2,1,"t","1","1","1","1","0","1","0","0","0","1","0"
"5396",51486274,6493,"apartment","Sisli",2,1,3,1,4.83,0,NA,"f","1","0","1","0","0","0","1","0","0","0","1"
"5397",51487819,835,"rental","Kadikoy",2,1,1,1,4.56,32,1,"f","1","0","0","0","0","0","0","0","0","0","0"
"5398",51487875,1070,"rental","Kadikoy",2,1,1,1,4.68,28,1,"f","1","1","0","0","0","1","0","0","0","0","0"
"5399",51488097,1139,"rental","Kadikoy",2,1,1,1,4.59,29,1,"f","1","1","0","0","0","0","0","0","0","0","0"
"5400",51513096,1310,"rental","Kadikoy",2,1,5,1,5,7,1,"f","1","0","0","0","0","0","0","0","0","0","0"
"5401",51513754,380,"apartment","Esenyurt",4,1,1,1,5,1,2,"f","1","0","0","0","0","0","1","0","0","0","0"
"5402",51516637,879,"rental","Beyoglu",2,1,4,2,4.77,31,1,"f","1","1","0","0","0","1","0","0","1","1","0"
"5403",51516727,879,"rental","Besiktas",3,1,4,1,4.84,25,1,"f","1","1","0","0","0","1","0","0","1","0","0"
"5404",51520413,300,"rental","Esenyurt",6,2,10,4,5,3,3,"f","1","1","0","0","0","1","0","0","0","0","1"
"5405",51522496,1029,"rental","Bagcilar",3,1,5,1,4.5,8,1,"f","1","1","1","0","0","0","1","0","1","0","1"
"5406",51527725,789,"rental","Esenyurt",6,2,10,4,5,1,3,"t","1","1","0","0","0","1","1","0","0","0","1"
"5407",51530758,1217,"apartment","Atasehir",2,1,3,1,4.83,0,1,"f","1","1","1","0","0","1","1","0","1","0","0"
"5408",51535474,936,"rental","Kagithane",2,1,2,2,4.83,0,1,"f","1","1","0","0","0","1","1","0","0","0","0"
"5409",51537277,380,"apartment","Esenyurt",4,1,1,1,3,1,2,"f","1","0","0","0","0","0","1","0","0","0","0"
"5410",51540898,1029,"rental","Besiktas",3,1,2,1,5,4,1,"f","1","1","0","0","0","0","1","0","0","0","0"
"5411",51547832,1000,"apartment","Besiktas",4,1,1,1,4.83,0,1,"f","1","1","1","1","0","1","1","0","0","0","0"
"5412",51549970,673,"rental","Eyup",3,1,3,3,5,9,1,"f","1","1","0","0","0","1","0","0","0","0","0"
"5413",51551319,1329,"rental","Sisli",2,1,2,1,5,16,1,"f","1","1","1","0","0","1","0","0","1","0","0"
"5414",51551934,561,"rental","Basaksehir",4,NA,3,1,4.83,0,1,"f","1","0","1","0","0","0","1","0","0","0","0"
"5415",51557776,1404,"rental","Esenyurt",6,2,10,6,4.83,0,3,"t","1","0","0","0","0","0","1","0","0","0","0"
"5416",51557828,646,"rental","Esenyurt",5,1.5,10,4,5,1,2,"t","1","1","0","0","1","1","0","0","0","0","1"
"5417",51560166,1684,"rental","Bagcilar",4,1,7,1,4.83,0,1,"f","1","1","1","0","0","0","1","0","1","0","0"
"5418",51560743,961,"rental","Esenyurt",6,1.5,20,6,5,3,3,"f","1","1","0","0","0","1","1","0","0","0","1"
"5419",51567013,954,"rental","Pendik",2,1.5,30,2,5,6,1,"f","1","1","0","0","1","1","1","0","1","1","0"
"5420",51567691,1196,"rental","Sisli",3,1,1,1,4.77,22,1,"t","1","1","1","0","0","0","0","0","0","0","0"
"5421",51571866,2807,"rental","Basaksehir",6,2,5,3,5,1,2,"f","1","0","1","0","0","0","1","0","0","0","0"
"5422",51572487,1684,"rental","Bagcilar",4,1,7,1,4.83,0,1,"f","1","1","1","0","0","0","1","0","1","0","0"
"5423",51573859,1497,"rental","Sisli",5,1,3,4,5,2,2,"f","1","1","0","0","0","0","0","0","0","0","0"
"5424",51574863,1123,"rental","Bagcilar",4,1,5,3,4.83,0,2,"f","1","0","0","0","0","0","0","0","0","0","0"
"5425",51588279,737,"apartment","Bagcilar",3,1,3,1,4.75,8,1,"t","1","0","1","0","0","0","1","0","0","0","0"
"5426",51588983,933,"apartment","Bagcilar",2,1,3,1,5,3,1,"t","1","0","1","0","0","0","1","0","0","0","0"
"5427",51589020,1036,"apartment","Bagcilar",2,1,3,1,4.5,4,1,"t","1","0","1","0","0","0","1","0","0","0","0"
"5428",51590116,1594,"apartment","Bagcilar",4,1,3,2,5,1,2,"t","1","0","1","0","0","0","1","0","0","0","0"
"5429",51592779,1992,"rental","Kadikoy",2,1,1,1,5,2,1,"t","1","1","1","0","1","1","1","0","1","0","0"
"5430",51592780,1992,"rental","Kadikoy",3,1,1,1,3.5,2,1,"t","1","0","0","0","0","0","1","0","0","0","0"
"5431",51593450,1143,"rental","Beyoglu",2,1,1,1,4.78,9,1,"t","1","1","0","0","0","0","1","0","1","0","0"
"5432",51594663,1227,"rental","Beyoglu",2,1,1,1,4.94,51,1,"f","1","1","0","0","0","1","0","0","0","0","0"
"5433",51599417,1323,"rental","Kadikoy",3,1.5,5,3,5,1,3,"f","1","1","0","0","0","0","1","0","1","0","0"
"5434",51599936,960,"apartment","Beyoglu",2,1,1,1,4.65,23,1,"t","1","1","1","0","0","0","0","0","0","0","0"
"5435",51601227,2433,"apartment","Sisli",2,1,7,1,5,1,NA,"t","1","1","1","0","1","0","1","0","0","0","1"
"5436",51607592,1123,"rental","Besiktas",3,1,1,3,4,1,2,"f","1","1","0","0","0","1","0","0","0","0","0"
"5437",51610043,1029,"rental","Esenyurt",5,2,10,5,4.5,2,2,"t","1","1","0","0","0","0","1","0","0","0","1"
"5438",51610610,2807,"rental","Beyoglu",2,1,2,1,5,52,1,"f","1","1","1","0","0","1","0","0","1","0","0"
"5439",51611685,4678,"rental","Beyoglu",2,1,1,1,5,1,1,"f","1","1","1","0","0","0","0","0","1","0","0"
"5440",51619685,1497,"rental","Sile",5,1,3,3,5,4,2,"f","1","1","0","0","1","1","1","0","1","0","0"
"5441",51627032,1594,"apartment","Bagcilar",4,1,3,3,4.57,7,2,"t","1","0","1","0","0","0","1","0","0","0","0"
"5442",51627683,600,"rental","Avcilar",3,1,30,2,4.83,0,1,"f","1","1","0","0","0","1","0","0","0","0","0"
"5443",51629210,2406,"rental","Beyoglu",3,1,3,2,4.83,0,2,"t","1","0","1","0","0","0","0","0","0","0","0"
"5444",51630117,638,"apartment","Beyoglu",2,1,2,2,4.25,53,1,"t","1","1","0","0","0","0","1","0","0","0","0"
"5445",51631397,950,"rental","Beyoglu",3,1,2,2,4.83,12,1,"f","1","1","1","0","0","0","0","0","0","0","0"
"5446",51640893,450,"rental","Sisli",3,1,6,1,5,3,1,"f","1","1","0","0","0","0","0","0","0","0","0"
"5447",51644819,1553,"rental","Fatih",4,1,3,2,4.83,0,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"5448",51645698,590,"rental","Sisli",3,1,2,1,4.88,8,1,"f","1","1","1","0","0","1","0","0","0","0","0"
"5449",51646378,500,"rental","Kadikoy",4,1,5,4,4.91,23,1,"f","1","1","1","0","1","1","0","0","0","0","0"
"5450",51650924,745,"rental","Besiktas",2,1,1,1,5,10,1,"f","1","1","0","0","0","1","0","0","0","0","0"
"5451",51652873,3742,"rental","Beyoglu",2,1,1,2,3.5,4,2,"t","1","0","1","0","0","0","0","0","0","0","0"
"5452",51653806,1700,"rental","Esenyurt",4,1,3,3,4.83,0,2,"f","0","0","0","0","0","0","0","0","0","0","0"
"5453",51667601,2337,"rental","Beyoglu",3,1,1,1,5,2,1,"t","1","1","1","1","0","1","0","0","1","0","0"
"5454",51668532,807,"rental","Sisli",3,1,10,1,4.75,8,1,"f","1","1","1","0","0","1","0","0","0","0","0"
"5455",51668552,2337,"rental","Beyoglu",3,1,1,1,4.59,17,1,"t","1","0","1","0","0","0","0","0","0","0","0"
"5456",51669310,3382,"rental","Beyoglu",5,2,1,2,3.33,3,2,"t","1","1","1","0","0","1","0","0","1","0","0"
"5457",51669402,779,"rental","Sisli",4,1,2,1,5,8,1,"f","1","1","1","0","0","1","0","0","0","0","0"
"5458",51669846,7021,"rental","Beyoglu",4,1,1,1,4.2,5,2,"t","1","0","1","0","0","0","0","0","0","0","0"
"5459",51670681,1793,"rental","Kadikoy",2,1,1,1,5,2,1,"f","1","1","1","0","0","1","1","0","1","0","0"
"5460",51676212,1594,"apartment","Bagcilar",4,1,3,3,5,1,2,"t","1","0","1","0","0","0","1","0","0","0","0"
"5461",51676342,1039,"apartment","Bagcilar",4,1,3,3,5,1,2,"t","1","0","1","0","0","0","1","0","0","0","0"
"5462",51679210,2283,"apartment","Besiktas",3,1,2,2,4.93,15,1,"f","1","0","1","0","0","0","1","0","0","0","0"
"5463",51679265,2155,"apartment","Besiktas",3,1,2,2,5,11,1,"f","1","0","1","0","0","0","1","0","0","0","0"
"5464",51684422,1176,"apartment","Bagcilar",3,1,3,1,5,1,1,"t","1","0","1","0","0","0","1","0","0","0","0"
"5465",51684496,5186,"rental","Besiktas",2,1,2,1,4.86,28,1,"t","1","0","0","0","0","1","0","0","0","1","0"
"5466",51687439,380,"apartment","Esenyurt",4,1,1,3,4.83,0,2,"f","1","1","0","0","0","0","1","0","0","0","0"
"5467",51690867,1395,"apartment","Bagcilar",3,1,3,1,5,1,1,"t","1","0","1","0","0","0","1","0","0","0","0"
"5468",51690873,1195,"apartment","Bagcilar",3,1,3,1,5,2,1,"t","1","0","1","0","0","0","1","0","0","0","0"
"5469",51697021,1150,"rental","Beyoglu",4,1,2,1,3.8,5,1,"t","1","1","0","0","0","1","0","0","0","0","0"
"5470",51697679,3254,"rental","Sisli",3,1.5,2,2,4.85,26,2,"t","1","1","1","0","0","0","0","0","1","0","0"
