"","id","price_day","f_property_type","f_neighbourhood","n_accommodates","n_bathrooms","n_minimum_nights","n_beds","n_review_scores_rating","n_number_of_reviews","n_bedrooms","d_instant_bookable","d_wifi","d_refrigerator","d_air_conditioning","d_baby","d_beach","d_stove","d_free_parking","d_office","d_coffee_maker","d_garden","d_gym"
"1",27271,999,"rental","Beyoglu",2,1,10,1,5,4,1,"f","1","1","0","0","0","1","0","0","1","0","1"
"2",28277,1778,"apartment","Sisli",5,1,10,2,5,8,1,"f","1","1","1","0","0","0","0","0","0","0","0"
"3",28318,2339,"rental","Sariyer",2,1,3,2,4.83,0,2,"f","1","0","0","0","0","0","1","0","0","0","0"
"4",39221,2807,"rental","Fatih",6,1,7,6,5,3,3,"f","0","1","0","0","0","0","0","0","0","0","0"
"5",41753,1578,"rental","Beyoglu",4,1,5,2,4.58,47,2,"f","1","1","0","0","0","1","0","0","1","0","0"
"6",44429,1598,"rental","Beyoglu",3,1,4,1,5,26,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"7",48346,1793,"rental","Uskudar",4,1.5,3,2,4.84,25,1,"f","1","1","1","0","0","0","0","0","1","0","0"
"8",52828,1578,"rental","Beyoglu",4,1,5,2,4.77,28,2,"f","1","1","0","0","0","1","0","0","1","0","0"
"9",73477,1099,"rental","Beyoglu",2,1,10,2,5,5,1,"f","1","1","0","0","0","0","0","0","0","0","0"
"10",77292,3995,"rental","Beyoglu",6,2,3,4,4.5,12,3,"f","1","1","1","0","0","0","0","0","0","0","0"
"11",127912,1613,"rental","Beyoglu",5,1,6,2,4.55,29,2,"t","1","1","0","1","0","1","0","0","1","0","0"
"12",130231,986,"rental","Beyoglu",4,1,3,2,4.59,59,2,"f","1","1","0","0","0","1","0","0","1","0","0"
"13",133148,2807,"rental","Kagithane",2,1,2,2,4.83,0,1,"f","1","0","1","0","0","0","1","0","0","0","0"
"14",139804,1310,"rental","Kadikoy",4,1,4,2,5,8,2,"f","1","0","0","0","0","0","0","0","0","0","0"
"15",140269,1170,"rental","Beyoglu",6,1,3,5,4.44,129,2,"t","1","0","1","0","0","0","0","0","0","0","0"
"16",162180,2620,"rental","Beyoglu",4,1,6,4,5,1,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"17",164216,1898,"rental","Beyoglu",6,1,2,2,4.3,36,2,"f","1","0","1","0","0","0","0","0","0","0","0"
"18",166265,1147,"rental","Beyoglu",4,1,3,2,4.51,191,2,"t","1","1","1","0","0","1","0","0","1","0","0"
"19",169106,1938,"rental","Maltepe",2,2,3,2,4.83,0,1,"f","1","0","0","0","0","0","1","0","0","0","1"
"20",170150,1123,"rental","Uskudar",4,1,30,3,4.86,95,1,"t","1","1","0","1","0","1","0","0","0","1","0"
"21",171593,2807,"rental","Beyoglu",4,1,7,1,4,3,1,"f","1","0","0","0","0","0","0","0","0","0","0"
"22",183804,1967,"rental","Beyoglu",3,1,3,1,4.9,94,1,"f","1","1","1","0","0","0","0","0","0","0","0"
"23",199411,799,"rental","Beyoglu",3,1,3,1,4.88,102,1,"f","1","1","1","0","0","0","0","0","0","0","0"
"24",213816,1551,"rental","Kadikoy",4,1,3,3,4.84,46,3,"f","1","1","0","0","1","1","0","0","1","1","0"
"25",220131,829,"rental","Beyoglu",3,1,30,1,4.64,83,1,"f","1","1","1","0","0","0","0","0","0","0","0"
"26",220149,1578,"rental","Beyoglu",4,1,5,2,4.5,9,2,"f","1","1","0","0","0","1","1","0","1","0","0"
"27",222535,1395,"rental","Uskudar",3,1,3,1,4.73,32,1,"f","1","1","0","0","0","1","0","0","1","0","0"
"28",224910,1998,"rental","Basaksehir",4,NA,1,4,4.83,0,2,"f","0","0","0","0","0","0","0","0","0","0","0"
"29",226255,1578,"rental","Beyoglu",4,1,5,2,4.4,11,2,"f","1","1","0","0","0","0","0","0","1","0","0"
"30",229498,1401,"rental","Beyoglu",2,1,4,1,4.72,114,1,"f","1","1","1","0","0","1","0","0","1","0","0"
"31",247874,588,"rental","Beyoglu",5,1.5,2,1,4.65,197,1,"f","1","1","1","0","0","1","0","0","0","0","0"
"32",253055,3139,"rental","Beyoglu",5,1,3,4,4.59,86,3,"t","1","1","0","0","0","1","0","0","1","0","0"
"33",259206,842,"rental","Sisli",5,1,2,4,4.56,39,4,"f","1","1","1","0","0","0","0","0","1","0","0"
"34",260378,2891,"rental","Beyoglu",6,2,2,3,4.78,143,2,"t","1","1","1","1","0","1","0","0","1","0","0"
"35",270883,999,"rental","Fatih",3,1,7,3,4.83,0,3,"f","1","0","0","0","0","0","0","0","0","0","0"
"36",271439,850,"rental","Beyoglu",3,1,1,2,4.69,155,1,"f","1","1","1","0","0","0","0","0","0","0","0"
"37",274454,3396,"rental","Beyoglu",4,1.5,30,1,4.83,0,1,"f","1","0","1","0","0","0","0","0","0","0","1"
"38",280227,1853,"rental","Kadikoy",4,1,4,2,4.83,0,3,"f","1","0","1","0","0","0","1","0","0","0","0"
"39",282148,2312,"apartment","Beyoglu",3,1,3,2,4.89,96,2,"f","1","0","0","1","0","1","0","0","1","0","0"
"40",282266,2140,"apartment","Beyoglu",3,1,3,2,4.92,53,1,"f","1","1","0","1","0","1","0","0","1","0","0"
"41",282289,2255,"apartment","Beyoglu",3,1,3,2,4.94,120,2,"f","1","1","0","1","0","0","0","0","1","0","0"
"42",282295,1884,"apartment","Beyoglu",2,1,3,1,4.89,112,1,"f","1","0","0","1","0","1","0","0","1","0","0"
"43",284093,2957,"rental","Beyoglu",6,2,2,3,4.65,150,2,"f","1","1","0","0","0","1","0","0","1","1","0"
"44",297040,3995,"rental","Beyoglu",3,1.5,1,1,4.83,0,1,"f","1","0","1","0","0","0","0","0","0","0","1"
"45",304011,1456,"rental","Beyoglu",4,1.5,28,2,4.63,25,2,"f","1","1","0","0","0","1","1","0","0","0","0"
"46",324576,2977,"rental","Fatih",4,1,1,3,5,2,1,"t","1","1","0","0","0","1","0","0","1","0","0"
"47",341852,839,"rental","Beyoglu",3,1,2,2,4.46,28,1,"f","1","1","0","0","0","1","0","0","1","0","0"
"48",362196,1187,"rental","Beyoglu",4,1,3,2,4.63,127,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"49",371112,1484,"rental","Beyoglu",6,1.5,2,4,4.83,87,2,"f","1","1","1","0","0","1","1","0","1","0","0"
"50",374837,1056,"rental","Beyoglu",3,1,2,2,4.74,134,1,"f","1","1","0","0","0","1","0","0","0","0","0"
"51",398075,773,"rental","Beyoglu",2,1,2,2,4.69,94,1,"f","1","1","0","0","0","1","0","0","0","0","0"
"52",412766,3176,"rental","Beyoglu",6,1,3,3,4.9,86,2,"f","1","1","1","0","0","1","0","0","1","0","0"
"53",422071,1299,"rental","Beyoglu",4,1,2,2,4.58,63,1,"f","1","1","1","0","0","1","0","0","1","0","0"
"54",430954,862,"apartment","Beyoglu",2,1,4,1,4.68,57,1,"f","1","1","1","0","0","1","0","0","0","0","0"
"55",469638,936,"rental","Besiktas",3,1,30,3,4.74,28,2,"f","1","0","0","0","0","0","0","0","0","0","0"
"56",499401,3995,"rental","Beyoglu",6,1,10,4,4.33,9,2,"f","1","0","1","0","0","0","0","0","0","0","0"
"57",511597,996,"rental","Bagcilar",4,1,2,1,4,2,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"58",516610,2178,"rental","Fatih",5,NA,1,1,0,3,2,"f","1","0","1","0","0","0","0","0","0","0","0"
"59",519468,4352,"rental","Beyoglu",6,2,2,3,4.72,173,3,"t","1","1","1","1","0","1","0","0","1","0","0"
"60",520189,3185,"rental","Beyoglu",5,1,2,3,4.83,104,2,"t","1","1","1","1","0","1","0","0","1","0","0"
"61",520238,2326,"rental","Beyoglu",2,1,2,1,4.74,253,1,"t","1","1","1","1","0","1","0","0","1","0","0"
"62",536526,1216,"rental","Beyoglu",3,1,2,1,4.63,57,1,"t","1","1","0","0","0","1","0","0","0","0","0"
"63",541629,2997,"rental","Beyoglu",5,1,10,2,4,22,2,"f","1","1","0","0","0","0","0","0","0","0","0"
"64",555588,1291,"rental","Sisli",6,1,3,3,4.8,335,2,"t","1","1","0","0","0","1","0","0","1","0","0"
"65",556293,2198,"rental","Sisli",6,2,2,3,5,1,2,"f","1","0","1","0","0","0","0","0","0","0","0"
"66",560706,699,"rental","Beyoglu",3,1,1,2,4.88,18,2,"f","1","0","0","0","0","0","0","0","0","0","0"
"67",565598,699,"rental","Beyoglu",3,1,3,1,4.59,91,1,"f","1","1","0","0","0","0","0","0","0","0","0"
"68",570021,2807,"rental","Besiktas",6,2,2,3,4.67,16,3,"f","1","1","1","0","0","1","0","0","1","0","0"
"69",575482,1150,"rental","Sisli",5,2,3,4,4.81,157,2,"t","1","1","1","0","0","1","0","0","1","0","0"
"70",576358,3310,"rental","Beyoglu",6,1,10,5,4.42,23,2,"t","1","1","1","0","0","0","0","0","0","0","0"
"71",576710,1871,"rental","Sisli",4,NA,2,1,4.78,25,2,"f","1","0","0","0","0","0","0","0","1","0","0"
"72",579873,965,"apartment","Beyoglu",3,1,5,1,4.41,85,1,"f","1","1","1","0","0","0","0","0","0","0","0"
"73",583846,899,"rental","Beyoglu",4,1,1,3,5,3,1,"f","1","1","1","0","0","0","1","0","1","0","0"
"74",607323,1338,"apartment","Fatih",3,1.5,1,2,4.83,106,2,"t","1","1","1","0","0","1","0","0","1","0","0"
"75",607344,1390,"apartment","Fatih",4,1.5,1,3,4.87,53,3,"t","1","1","1","0","0","1","0","0","1","0","0"
"76",610875,1853,"rental","Beyoglu",3,1,1,1,4.83,0,1,"f","0","0","0","0","0","0","0","0","0","0","0"
"77",618156,879,"rental","Fatih",2,1,1,1,4.31,89,1,"t","1","1","1","0","0","1","1","0","1","0","0"
"78",630800,1572,"rental","Beyoglu",4,1,3,4,4.69,66,2,"f","1","1","0","0","0","1","1","0","1","1","0"
"79",632120,2823,"rental","Sisli",2,1,5,1,4.53,15,1,"f","1","1","1","0","0","1","0","0","0","0","0"
"80",639951,893,"rental","Besiktas",3,1,2,2,4.89,61,1,"t","1","1","1","0","0","1","0","0","0","0","0"
"81",646784,3796,"apartment","Beyoglu",6,2,1,4,4.7,94,3,"f","1","1","1","0","0","0","0","0","1","0","0"
"82",651039,2797,"rental","Beyoglu",5,1.5,2,2,4.65,37,2,"t","1","1","1","0","0","0","0","0","1","0","0"
"83",651276,1598,"rental","Beyoglu",3,1,2,1,4.89,20,1,"f","1","1","0","0","0","0","0","0","1","0","0"
"84",652580,1598,"rental","Beyoglu",3,1,2,1,4.53,19,1,"f","1","1","1","0","0","0","0","0","0","0","0"
"85",652610,1598,"rental","Beyoglu",3,1,2,1,5,5,1,"f","1","0","1","0","0","0","0","0","1","0","0"
"86",652635,3296,"rental","Beyoglu",4,1,2,1,4.88,16,1,"f","1","1","1","0","0","0","0","0","1","0","0"
"87",659314,440,"rental","Fatih",2,1,2,2,4.32,193,1,"t","1","1","0","0","0","1","1","0","1","0","0"
"88",659354,719,"rental","Fatih",4,2,2,2,4.4,188,2,"t","1","1","0","0","0","1","1","0","0","0","0"
"89",663291,679,"rental","Fatih",4,1,2,2,4.58,194,1,"t","1","1","0","0","0","1","1","0","1","0","0"
"90",668803,2198,"rental","Sisli",3,1,3,2,4.83,0,2,"f","1","0","0","0","0","0","0","0","0","0","0"
"91",691434,1016,"rental","Fatih",2,1.5,5,2,4.65,40,1,"t","1","1","1","0","0","1","1","0","1","0","0"
"92",691572,790,"rental","Fatih",2,1,30,1,4.49,37,1,"f","1","1","1","0","0","0","1","0","0","0","0"
"93",694664,1113,"rental","Beyoglu",4,1,3,2,4.25,38,1,"t","1","1","0","0","0","1","0","0","1","0","0"
"94",701899,861,"rental","Sisli",2,1,2,1,4.82,243,1,"t","1","1","0","0","0","1","0","0","0","0","0"
"95",703593,1390,"rental","Beyoglu",3,1,2,2,4.77,456,1,"f","1","1","1","0","0","1","0","0","1","0","0"
"96",708882,2245,"rental","Sisli",4,NA,1,4,4.83,0,2,"f","0","0","0","0","0","0","0","0","0","0","0"
"97",710475,1029,"rental","Beykoz",3,1,1,1,5,3,1,"f","0","0","0","0","0","0","0","0","0","0","0"
"98",717409,1598,"rental","Sisli",2,1,6,1,4.83,0,1,"f","1","0","0","0","0","0","0","0","0","0","0"
"99",718628,805,"rental","Sancaktepe",3,1,10,1,5,1,1,"t","1","1","0","0","0","1","1","0","1","0","1"
"100",718917,807,"rental","Beyoglu",2,1,1,1,4.73,394,1,"t","1","0","1","0","0","0","0","0","0","0","0"
"101",740158,1195,"rental","Uskudar",3,1,4,2,4.86,103,2,"f","1","1","0","0","0","1","0","0","1","0","0"
"102",741489,1998,"rental","Beyoglu",4,NA,3,4,4.83,0,1,"f","0","0","0","0","0","0","0","0","0","0","0"
"103",742074,665,"rental","Beyoglu",4,1.5,14,2,4.2,52,2,"f","1","1","0","0","0","1","1","0","1","0","0"
"104",742078,579,"rental","Beyoglu",4,1,14,4,4.36,47,1,"f","1","1","0","0","0","1","1","0","1","0","0"
"105",744242,1109,"rental","Fatih",6,2,2,5,4.62,137,2,"f","1","1","0","0","0","1","0","0","1","0","0"
"106",746868,561,"rental","Beyoglu",2,1,2,1,4.43,40,1,"t","1","1","0","0","0","1","0","0","0","0","0"
"107",757385,1722,"rental","Kagithane",2,NA,1,2,4.83,0,1,"f","0","0","0","0","0","0","0","0","0","0","0"
"108",763102,1199,"rental","Beyoglu",3,1,2,2,4.57,9,1,"t","1","0","1","0","0","0","0","0","0","0","0"
"109",764673,759,"rental","Besiktas",4,1,3,2,4.38,8,1,"f","1","0","0","0","0","0","0","0","0","0","0"
"110",765470,1013,"apartment","Beyoglu",4,1,4,1,4.55,80,1,"f","1","1","1","0","0","1","0","0","0","0","0"
"111",768439,999,"rental","Beyoglu",2,1,365,1,4.67,6,1,"f","0","0","0","0","0","0","0","0","0","0","0"
"112",778627,1524,"rental","Fatih",3,1,1,1,4.83,0,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"113",784620,593,"rental","Beyoglu",3,1,4,1,4.58,168,1,"t","1","1","1","0","0","0","0","0","0","0","0"
"114",785494,4672,"rental","Beyoglu",5,1.5,4,2,4.99,210,2,"f","1","1","1","0","0","1","0","0","1","0","1"
"115",788715,2777,"rental","Beyoglu",6,1.5,7,4,4.91,95,2,"f","1","1","1","0","0","1","0","0","1","0","0"
"116",791056,1167,"rental","Beyoglu",6,2,2,3,4.87,84,2,"f","1","1","0","0","0","1","0","0","1","0","0"
"117",796583,3487,"rental","Besiktas",3,1,1,2,4.83,0,1,"t","1","0","1","0","0","0","0","0","0","0","0"
"118",803139,1871,"rental","Sisli",4,NA,1,1,4.83,0,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"119",803613,5394,"rental","Beyoglu",4,1,2,2,4.83,0,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"120",813948,3596,"rental","Beyoglu",6,1,7,2,4.83,43,2,"f","1","0","1","0","0","0","1","0","0","0","0"
"121",829628,1494,"rental","Maltepe",2,1,28,1,5,2,1,"f","1","1","0","0","1","1","1","0","1","0","0"
"122",835835,1067,"rental","Atasehir",2,1,3,2,4.84,63,1,"f","1","1","1","0","0","1","1","0","1","0","1"
"123",836523,2854,"rental","Beyoglu",4,1,1,2,4,1,1,"f","0","0","1","0","0","0","0","0","0","0","0"
"124",841120,2133,"rental","Beyoglu",3,1,6,2,4.91,45,1,"f","1","1","1","0","0","1","0","0","0","0","0"
"125",843343,799,"rental","Beyoglu",4,1,6,1,4.65,17,1,"f","1","1","0","0","0","0","0","0","0","0","0"
"126",846376,1834,"rental","Beyoglu",3,1,6,1,4.83,29,1,"t","1","1","0","0","0","1","0","0","0","0","0"
"127",846394,1673,"rental","Beyoglu",3,1,6,1,4.96,57,1,"f","1","1","1","0","0","1","0","0","0","0","0"
"128",846430,2582,"apartment","Beyoglu",3,1,6,2,4.83,24,1,"f","1","1","1","0","0","0","0","0","0","0","0"
"129",847765,1150,"rental","Beyoglu",4,1,2,2,4.75,431,1,"f","1","1","1","0","0","1","0","0","1","0","0"
"130",849707,1159,"rental","Beyoglu",3,1,3,1,4.46,68,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"131",853021,987,"rental","Beyoglu",3,1,3,2,4.72,122,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"132",853077,1164,"rental","Beyoglu",3,1,3,2,4.56,84,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"133",861148,933,"rental","Beyoglu",2,1,2,1,4.78,127,1,"t","1","1","1","0","0","1","0","0","0","0","0"
"134",868318,1998,"rental","Beyoglu",4,1,1,1,4.83,0,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"135",871781,1402,"rental","Fatih",5,1,30,3,4.81,121,1,"f","1","1","0","0","0","0","0","0","1","0","0"
"136",874508,1104,"rental","Fatih",2,1,30,1,4.69,77,1,"f","1","1","0","0","0","1","0","0","1","0","0"
"137",874931,982,"rental","Fatih",2,1,1,1,4.44,256,1,"t","1","1","1","0","0","1","1","0","1","0","0"
"138",874935,1005,"rental","Fatih",2,1,1,1,4.48,198,1,"t","1","1","1","0","0","1","1","0","1","0","0"
"139",875054,936,"rental","Fatih",4,1,1,2,4.24,141,1,"t","1","1","1","0","0","1","1","0","1","0","0"
"140",877785,2198,"rental","Beyoglu",4,1,1,1,4.83,0,2,"f","1","0","1","0","0","0","0","0","0","0","0"
"141",891043,1598,"apartment","Fatih",3,1,3,2,4.64,25,1,"f","1","0","1","0","0","0","0","0","1","0","0"
"142",896029,3796,"rental","Beyoglu",3,1,2,3,3.67,3,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"143",908653,928,"rental","Beyoglu",2,1,1,1,4.73,268,1,"t","1","0","1","0","0","0","0","0","0","0","0"
"144",932260,1489,"rental","Beyoglu",5,1,3,3,4.68,74,2,"f","1","1","1","0","0","1","0","0","1","1","0"
"145",933819,1898,"rental","Beyoglu",4,1,1,2,3,1,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"146",937206,599,"rental","Beyoglu",2,1,1,1,4.2,52,1,"f","1","0","0","0","0","0","0","0","0","0","0"
"147",940812,1248,"apartment","Beyoglu",4,1,2,1,4.63,102,1,"t","1","1","1","0","0","1","0","0","0","0","0"
"148",940833,1370,"apartment","Beyoglu",6,2,2,5,4.68,46,2,"t","1","1","1","0","0","1","0","0","0","0","0"
"149",942070,1214,"rental","Besiktas",5,1,30,5,4.5,3,2,"f","1","0","1","0","0","0","0","0","0","0","0"
"150",943888,976,"rental","Kagithane",4,1.5,3,3,4.8,10,2,"f","1","1","0","0","0","1","0","0","1","0","0"
"151",948686,2597,"rental","Beyoglu",4,1,2,1,4.38,13,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"152",955886,999,"rental","Beyoglu",5,1,30,2,4.5,2,2,"f","1","0","0","0","0","0","0","0","0","0","0"
"153",957621,1665,"rental","Beyoglu",3,1,3,1,4.05,23,1,"f","0","0","1","0","0","0","1","0","0","0","0"
"154",958273,980,"rental","Beyoglu",4,1,4,5,4.77,233,2,"t","1","1","0","0","0","1","0","0","1","0","0"
"155",958384,1230,"rental","Beyoglu",2,1,5,2,4.82,330,1,"t","1","1","0","0","0","1","0","0","1","0","0"
"156",959977,1060,"rental","Beyoglu",4,1,5,3,4.84,341,2,"t","1","1","1","0","0","1","0","0","1","0","0"
"157",974082,1793,"rental","Besiktas",4,1,3,2,4.46,13,1,"f","1","0","1","0","0","0","0","0","0","1","0"
"158",974147,3985,"rental","Besiktas",6,2,3,4,5,1,2,"f","1","0","0","0","0","0","0","0","0","0","0"
"159",986086,2891,"rental","Beyoglu",5,1,2,3,4.83,136,2,"t","1","1","1","1","0","1","0","0","1","0","0"
"160",1007711,979,"apartment","Sisli",4,1,15,1,4.83,6,1,"f","1","1","1","0","0","0","0","0","0","0","0"
"161",1007766,879,"apartment","Sisli",4,1,21,1,4,3,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"162",1008928,980,"rental","Beyoglu",3,1,5,2,4.82,189,2,"f","1","1","1","0","0","1","0","0","0","0","0"
"163",1016722,3088,"rental","Beyoglu",6,2,4,4,4.64,164,2,"t","1","1","1","0","0","1","0","0","1","0","0"
"164",1029997,1972,"rental","Fatih",4,1,1,4,4.41,155,1,"t","1","1","1","0","0","1","1","0","1","0","0"
"165",1033440,1866,"rental","Fatih",4,1,1,4,4.33,123,NA,"t","1","1","1","0","0","1","1","0","1","0","0"
"166",1033637,1347,"rental","Fatih",2,1,1,2,4.44,226,NA,"t","1","1","1","0","0","1","1","0","1","0","0"
"167",1033655,1153,"rental","Fatih",2,1,1,1,4.33,207,NA,"t","1","1","1","0","0","1","1","0","1","0","0"
"168",1050338,1414,"rental","Beyoglu",4,1,3,2,4.26,66,1,"t","1","1","1","0","0","0","0","0","1","0","0"
"169",1066302,1199,"rental","Kagithane",4,NA,3,4,4.83,0,2,"f","1","0","1","0","0","0","0","0","0","0","0"
"170",1067754,1279,"rental","Beyoglu",4,1,3,2,4.14,44,1,"t","1","1","0","0","0","0","0","0","1","0","0"
"171",1070583,599,"rental","Beyoglu",3,1,4,2,4.34,54,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"172",1073344,1393,"rental","Beyoglu",6,1,14,5,4,17,4,"f","1","1","1","0","0","0","0","0","0","0","0"
"173",1074037,5615,"rental","Besiktas",4,2,210,2,4.83,0,2,"f","1","0","0","0","0","0","1","0","0","0","0"
"174",1079068,388,"rental","Beyoglu",4,1,1,3,4.83,6,1,"f","1","0","1","0","0","0","0","0","1","0","0"
"175",1081374,1998,"rental","Beyoglu",4,1,10,2,4,1,2,"f","1","0","0","0","0","0","0","0","0","0","0"
"176",1083510,1538,"rental","Beyoglu",3,1,3,2,4.72,109,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"177",1102622,839,"rental","Beyoglu",3,1,15,1,4.31,29,1,"f","1","1","0","0","0","1","0","0","1","0","0"
"178",1144115,636,"rental","Kadikoy",3,1,30,2,4.89,68,2,"f","1","1","1","0","0","1","0","0","1","0","0"
"179",1144758,1199,"rental","Besiktas",4,1,90,2,4.51,52,2,"f","1","0","1","0","0","0","0","0","0","0","0"
"180",1165835,1378,"apartment","Beyoglu",2,1,2,1,4.83,0,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"181",1175636,2397,"rental","Beyoglu",5,NA,2,1,4.83,0,1,"f","0","0","1","0","0","0","0","0","0","0","0"
"182",1175741,1598,"rental","Beyoglu",4,NA,2,1,4.83,0,1,"f","0","0","0","0","0","0","0","0","0","0","0"
"183",1176282,2997,"rental","Gaziosmanpasa",5,1,1,1,4.83,0,1,"f","0","0","1","0","0","0","1","0","0","0","0"
"184",1179342,1853,"rental","Fatih",4,NA,1,1,4.83,0,2,"f","1","0","1","0","0","0","0","0","0","0","0"
"185",1190556,1250,"rental","Besiktas",5,1,4,6,4.83,35,3,"t","1","1","1","0","0","1","0","0","0","0","0"
"186",1197075,1732,"rental","Fatih",5,1,2,3,4.75,182,2,"t","1","1","1","0","0","1","0","0","1","0","0"
"187",1205941,899,"rental","Beyoglu",3,1.5,3,2,4,2,1,"f","1","1","0","0","0","0","1","0","1","0","0"
"188",1209099,1293,"rental","Beyoglu",3,1,2,3,4.81,107,1,"t","1","1","1","0","0","1","1","0","0","0","0"
"189",1215123,3596,"rental","Fatih",4,1,1,1,4.83,0,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"190",1215226,1584,"rental","Beyoglu",4,1,1,2,4.33,342,1,"t","1","0","1","0","0","0","0","0","0","0","0"
"191",1230718,1794,"apartment","Fatih",5,1,2,3,4.77,269,2,"t","1","1","1","0","0","1","0","0","1","0","0"
"192",1230768,2032,"rental","Fatih",3,1,2,2,4.74,145,1,"t","1","1","1","0","0","1","0","0","1","0","0"
"193",1235446,3116,"rental","Beyoglu",4,1.5,999,2,4.75,20,NA,"t","1","1","1","0","0","1","0","0","1","0","1"
"194",1253779,1712,"rental","Beyoglu",4,1,1,2,4.49,147,1,"t","1","1","1","0","0","0","0","0","0","0","0"
"195",1254277,1584,"rental","Beyoglu",4,1,1,2,4.4,159,1,"t","1","0","1","0","0","0","0","0","0","0","0"
"196",1268910,999,"rental","Beyoglu",4,1.5,5,2,5,7,2,"f","1","1","0","0","0","0","0","0","1","0","0"
"197",1269644,999,"rental","Beyoglu",2,1,30,1,4.69,13,1,"f","1","0","1","0","0","0","0","0","1","0","0"
"198",1271166,2077,"rental","Fatih",6,2.5,3,3,4.6,55,2,"f","1","0","0","0","0","0","0","0","0","0","0"
"199",1283392,4144,"rental","Besiktas",2,1,2,1,4.73,72,1,"t","1","1","0","0","0","0","0","0","1","0","0"
"200",1290897,3188,"rental","Bahcelievler",4,1,3,1,4.83,0,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"201",1297465,2391,"rental","Bahcelievler",2,1,1,1,4.83,0,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"202",1298611,999,"rental","Beyoglu",2,NA,1,2,4.83,0,1,"f","0","0","0","0","0","0","0","0","0","0","0"
"203",1302534,1036,"rental","Kadikoy",6,1.5,5,3,4.39,45,2,"f","1","1","0","0","0","1","0","0","0","0","0"
"204",1319010,8688,"rental","Beyoglu",3,1,15,1,0,1,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"205",1343215,1798,"rental","Sisli",3,1,2,2,4.88,25,2,"f","1","1","1","0","0","0","0","0","1","0","0"
"206",1353973,1874,"rental","Kadikoy",4,1,3,2,4.74,47,2,"f","1","1","0","0","0","1","1","0","1","0","0"
"207",1364591,498,"apartment","Kagithane",2,1,1,2,5,1,1,"f","0","1","0","0","0","1","1","0","1","0","0"
"208",1373440,1299,"rental","Beyoglu",2,1,30,1,5,8,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"209",1395380,1427,"rental","Beyoglu",3,1,28,2,4.73,11,2,"f","1","1","1","0","0","1","1","0","0","0","0"
"210",1456529,1686,"rental","Kadikoy",4,1,1,2,5,1,2,"f","1","0","1","0","0","0","0","0","0","0","0"
"211",1476508,805,"rental","Gaziosmanpasa",4,1,6,3,4.78,134,2,"f","1","1","0","0","0","1","1","0","0","0","0"
"212",1477659,1299,"rental","Sisli",3,1,3,1,4.8,30,2,"f","1","1","1","0","0","1","0","0","0","0","0"
"213",1480769,1199,"rental","Beyoglu",5,1,3,3,4.71,7,2,"f","1","1","1","1","0","0","1","0","1","0","0"
"214",1494112,4678,"rental","Fatih",2,1,1,2,4.83,0,2,"f","1","0","1","0","0","0","1","0","0","0","0"
"215",1498541,1684,"rental","Kadikoy",4,1,6,2,4.5,3,2,"f","0","0","1","0","0","0","1","0","0","0","0"
"216",1499119,1150,"rental","Beyoglu",2,1,2,2,4.15,217,NA,"t","1","1","1","0","0","1","0","0","0","0","0"
"217",1523031,1363,"rental","Sisli",4,1,2,2,4.83,0,1,"f","1","0","1","0","0","0","0","0","0","0","0"
"218",1527194,1310,"rental","Beyoglu",2,1,3,1,4.75,215,1,"f","1","1","1","0","0","0","0","0","0","0","0"
"219",1532869,1441,"rental","Beyoglu",2,1,3,1,4.81,279,1,"f","1","1","1","0","0","1","0","0","0","0","0"
"220",1547973,1564,"rental","Beyoglu",3,1,2,1,4.79,69,1,"f","1","1","0","0","0","1","1","0","1","0","0"
"221",1548658,2245,"rental","Sisli",4,1,1,6,4.83,0,1,"f","0","1","1","0","0","1","1","0","0","0","0"
"222",1563145,999,"rental","Beyoglu",4,1,2,2,4.75,225,1,"f","1","1","0","0","0","1","0","0","1","0","0"
"223",1588563,2198,"rental","Beyoglu",3,1,15,1,5,1,1,"f","1","1","1","0","0","1","0","0","1","0","0"
"224",1589084,1123,"rental","Fatih",4,1,1,3,4.4,302,2,"t","1","1","1","0","1","0","1","0","0","0","0"
